,actor_id
540,1617424
541,1622561
542,1622880
543,1626430
544,1628798
545,1634252
546,1641976
547,1646875
548,1649262
549,1654763
550,1656324
551,1656813
552,1657213
553,1657236
554,1663717
555,1664927
556,1665365
557,1666336
558,1680226
559,1681963
560,1682110
561,1685068
562,1689766
563,1696093
564,1702435
565,1702538
566,1705499
567,1729331
568,1741864
569,1742244
570,1756620
571,1758399
572,1761174
573,1764210
574,1770513
575,1774000
576,1785438
577,1794099
578,1798418
579,1805746
580,1809832
581,1810149
582,1810309
583,1811583
584,1813380
585,1819009
586,1824502
587,1827790
588,1832280
589,1839179
590,1839234
591,1845482
592,1851278
593,1858154
594,1861190
595,1865460
596,1873139
597,1877141
598,1882981
599,1891350
600,1894506
601,1897507
602,1898325
603,1900090
604,1900444
605,1907413
606,1907867
607,1911760
608,1915775
609,1915905
610,1919110
611,1925840
612,1929644
613,1936730
614,1936763
615,1942589
616,1961493
617,1972417
618,1980544
619,1997478
620,1998245
621,1998569
622,2008729
623,2009948
624,2017933
625,2019387
626,2033320
627,2037026
628,2069590
629,2096101
630,2098816
631,2105067
632,2105498
633,2109877
634,2129455
635,2131546
636,2153442
637,2156363
638,2157034
639,2158838
640,2159693
641,2160810
642,2160915
643,2168836
644,2175834
645,2189609
646,2191945
647,2197836
648,2198466
649,2202551
650,2212615
651,2213641
652,2219447
653,2223172
654,2223916
655,2241520
656,2248568
657,2255111
658,2263066
659,2275145
660,2284563
661,2285385
662,2299951
663,2320445
664,2321814
665,2343515
666,2347409
667,2361214
668,2368139
669,2373925
670,2379774
671,2392216
672,2392775
673,2392803
674,2410127
675,2447371
676,2452935
677,2467749
678,2470527
679,2479295
680,2480564
681,2481110
682,2482599
683,2493803
684,2536801
685,2547448
686,2559438
687,2561818
688,2564140
689,2566854
690,2588548
691,2595291
692,2620179
693,2621499
694,2633065
695,2637328
696,2644648
697,2649788
698,2657489
699,2660574
700,2682729
701,2733197
702,2749938
703,2762013
704,2768870
705,2810001
706,2814693
707,2816902
708,2823529
709,2842176
710,2852703
711,2854941
712,2862927
713,2870104
714,2894642
715,2895723
716,2898361
717,2909286
718,2913845
719,2920003
720,2921919
721,2932708
722,2951173
723,2984053
724,2990321
725,3001957
726,3008360
727,3019665
728,3025537
729,3030561
730,3036176
731,3053672
732,3069354
733,3081590
734,3082655
735,3089613
736,3122603
737,3149358
738,3161395
739,3170234
740,3178197
741,3181692
742,3191890
743,3199147
744,3203059
745,3216202
746,3245568
747,3268242
748,3277153
749,3342974
750,3343358
751,3356461
752,3369346
753,3372342
754,3381789
755,3384302
756,3406152
757,3462566
758,3466879
759,3469390
760,3476361
761,3479021
762,3479820
763,3535749
764,3587066
765,3605364
766,3613359
767,3627835
768,3628148
769,3658582
770,3659962
771,3661115
772,3668166
773,3674314
774,3684697
775,3717838
776,3750083
777,3750649
778,3752618
779,3768583
780,3802472
781,3812162
782,3825628
783,3842474
784,3860311
785,3889017
786,3889375
787,3903059
788,3932645
789,3933920
790,3939893
791,3943692
792,3943761
793,3969199
794,3981619
795,3989526
796,3989899
797,4013349
798,4025227
799,4038041
800,4044428
801,4051126
802,4058194
803,4069793
804,4081020
805,4091874
806,4116963
807,4163165
808,4167300
809,4175141
810,4179064
811,4194287
812,4225775
813,4226954
814,4252738
815,4292184
816,4297274
817,4299420
818,4325382
819,4329072
820,4344846
821,4364279
822,4370504
823,4377348
824,4387571
825,4400408
826,4402304
827,4403806
828,4449673
829,4459874
830,4461026
831,4465723
832,4466899
833,4508773
834,4583460
835,4591597
836,4594088
837,4605817
838,4624411
839,4656348
840,4659919
841,4701338
842,4701449
843,4701703
844,4710215
845,4710635
846,4718607
847,4734691
848,4781841
849,4807083
850,4830259
851,4931545
852,4945294
853,4974420
854,4990487
855,4992947
856,5001092
857,5001742
858,5003238
859,5013060
860,5021403
861,5022927
862,5033146
863,5039531
864,5047365
865,5057353
866,5063478
867,5082376
868,5086322
869,5090588
870,5091355
871,5110323
872,5112397
873,5124786
874,5127634
875,5129024
876,5130391
877,5131911
878,5133557
879,5140827
880,5176598
881,5187874
882,5194711
883,5195984
884,5204968
885,5205802
886,5217170
887,5219209
888,5240450
889,5248122
890,5248953
891,5263975
892,5288982
893,5311119
894,5312595
895,5324284
896,5327954
897,5334269
898,5342086
899,5378891
900,5378924
901,5390451
902,5390949
903,5400651
904,5401402
905,5411982
906,5413680
907,5421859
908,5439984
909,5440574
910,5442469
911,5447161
912,5468682
913,5469568
914,5479091
915,5489711
916,5495193
917,5508949
918,5515866
919,5517369
920,5522362
921,5568409
922,5569831
923,5570988
924,5572928
925,5600524
926,5616564
927,5618806
928,5627721
929,5633066
930,5637090
931,5657668
932,5661189
933,5678012
934,5693835
935,5705598
936,5714066
937,5723682
938,5736159
939,5741500
940,5751047
941,5757916
942,5758636
943,5767891
944,5778611
945,5793387
946,5799177
947,5799331
948,5805150
949,5833278
950,5833655
951,5835847
952,5836855
953,5839577
954,5839835
955,5844587
956,5856203
957,5876824
958,5943521
959,5954806
960,5962029
961,5965891
962,5972627
963,6010774
964,6026418
965,6035284
966,6054733
967,6098219
968,6104337
969,6127163
970,6146503
971,6153953
972,6158008
973,6172295
974,6179874
975,6191849
976,6207777
977,6209460
978,6217088
979,6222940
980,6259079
981,6260009
982,6265134
983,6276118
984,6277322
985,6294120
986,6304496
987,6342964
988,6348208
989,6354026
990,6360027
991,6364311
992,6381979
993,6397893
994,6430994
995,6431421
996,6440154
997,6446462
998,6447754
999,6461412
1000,6507159
1001,6509172
1002,6510293
1003,6578603
1004,6579541
1005,6584330
1006,6585477
1007,6588374
1008,6609929
1009,6629765
1010,6653109
1011,6664568
1012,6668460
1013,6686356
1014,6686508
1015,6706544
1016,6706944
1017,6717049
1018,6717350
1019,6723003
1020,6737864
1021,6760878
1022,6775756
1023,6780162
1024,6792130
1025,6798352
1026,6817400
1027,6828924
1028,6833237
1029,6835891
1030,6836917
1031,6844179
1032,6861958
1033,6877923
1034,6898474
1035,6929868
1036,6932348
1037,6935300
1038,6952402
1039,6958810
1040,7014965
1041,7018124
1042,7023786
1043,7027887
1044,7052313
1045,7061425
1046,7062665
1047,7080679
1048,7086117
1049,7126422
1050,7137086
1051,7138176
1052,7190633
1053,7220907
1054,7233663
1055,7237877
1056,7243222
1057,7243783
1058,7251823
1059,7253827
1060,7268050
1061,7303612
1062,7313189
1063,7332500
1064,7352080
1065,7353520
1066,7359537
1067,7385775
1068,7389110
1069,7397746
1070,7409244
1071,7413183
1072,7416892
1073,7416935
1074,7418031
1075,7422273
1076,7427347
1077,7470118
1078,7521540
1079,7559202
1080,7587960
1081,7599908
1082,7600161
1083,7604648
1084,7622248
1085,7637832
1086,7645362
1087,7648032
1088,7650031
1089,7651503
1090,7658937
1091,7661092
1092,7679720
1093,7688913
1094,7704257
1095,7727602
1096,7736006
1097,7736571
1098,7755101
1099,7788766
1100,7799218
1101,7808636
1102,7820865
1103,7826565
1104,7829205
1105,7831163
1106,7834839
1107,7845005
1108,7856010
1109,7863904
1110,7868716
1111,7892635
1112,7915388
1113,7943168
1114,7946239
1115,7951286
1116,8015191
1117,8027694
1118,8032743
1119,8039770
1120,8040837
1121,8057368
1122,8096000
1123,8146506
1124,8149408
1125,8155004
1126,8156837
1127,8168282
1128,8171642
1129,8173478
1130,8199369
1131,8216238
1132,8224854
1133,8252296
1134,8265559
1135,8291187
1136,8302101
1137,8310727
1138,8355305
1139,8371767
1140,8373764
1141,8375124
1142,8381003
1143,8396880
1144,8398557
1145,8418476
1146,8431057
1147,8450096
1148,8529452
1149,8545105
1150,8562757
1151,8562967
1152,8591547
1153,8620741
1154,8634700
1155,8696382
1156,8704301
1157,8725170
1158,8784265
1159,8792647
1160,8811558
1161,8813002
1162,8834081
1163,8881105
1164,8889977
1165,8904624
1166,8942601
1167,8949536
1168,8975114
1169,9011267
1170,9020423
1171,9022718
1172,9039012
1173,9095250
1174,9100546
1175,9149094
1176,9205048
1177,9221694
1178,9253928
1179,9266424
1180,9276171
1181,9317857
1182,9362271
1183,9372512
1184,9372594
1185,9375848
1186,9407960
1187,9455094
1188,9464997
1189,9469110
1190,9528307
1191,9553982
1192,9587680
1193,9597450
1194,9601882
1195,9669492
1196,9713907
1197,9794489
1198,9800850
1199,9881434
1200,9912081
1201,9928830
1202,9948422
1203,9958665
1204,9964343
1205,10015451
1206,10029121
1207,10067215
1208,10091048
1209,10121214
1210,10121380
1211,10158699
1212,10198051
1213,10214025
1214,10227683
1215,10236257
1216,10248342
1217,10281256
1218,10295525
1219,10338094
1220,10373452
1221,10379359
1222,10380170
1223,10398034
1224,10427023
1225,10456171
1226,10469885
1227,10476936
1228,10489022
1229,10503669
1230,10506309
1231,10506730
1232,10532611
1233,10554446
1234,10557231
1235,10566826
1236,10584698
1237,10612068
1238,10616960
1239,10636132
1240,10657168
1241,10676103
1242,10713359
1243,10736861
1244,10776615
1245,10785634
1246,10788754
1247,10808592
1248,10810421
1249,10827585
1250,10833894
1251,10857691
1252,10879694
1253,10880924
1254,10882062
1255,10904967
1256,10914751
1257,10919270
1258,10923599
1259,10927944
1260,10998835
1261,10999780
1262,11010321
1263,11013683
1264,11068226
1265,11233777
1266,11284395
1267,11312017
1268,11315492
1269,11339132
1270,11345418
1271,11355520
1272,11358178
1273,11410997
1274,11428869
1275,11485594
1276,11497541
1277,11534587
1278,11555446
1279,11615393
1280,11663212
1281,11667869
1282,11687123
1283,11698744
1284,11707273
1285,11707729
1286,11708220
1287,11782833
1288,11827707
1289,11835852
1290,11841379
1291,11850640
1292,11866002
1293,11915034
1294,11967660
1295,12029241
1296,12035025
1297,12054330
1298,12120644
1299,12120828
1300,12154020
1301,12159404
1302,12175559
1303,12176405
1304,12177696
1305,12183513
1306,12184325
1307,12191822
1308,12234510
1309,12236224
1310,12236672
1311,12268372
1312,12270691
1313,12279161
1314,12376385
1315,12393718
1316,12430020
1317,12432715
1318,12448243
1319,12527554
1320,12538138
1321,12553576
1322,12569221
1323,12578616
1324,12592133
1325,12611259
1326,12615679
1327,12646029
1328,12652341
1329,12720844
1330,12852605
1331,12863685
1332,12898828
1333,12926135
1334,12939567
1335,13020833
1336,13126535
1337,13135287
1338,13155277
1339,13161470
1340,13174375
1341,13181430
1342,13197402
1343,13206278
1344,13206896
1345,13226691
1346,13280995
1347,13281246
1348,13339928
1349,13365531
1350,13374016
1351,13383753
1352,13394541
1353,13426784
1354,13449658
1355,13459904
1356,13474362
1357,13480084
1358,13500254
1359,13517181
1360,13578537
1361,13677519
1362,13749212
1363,13750372
1364,13750819
1365,13796683
1366,13832815
1367,13838621
1368,13970973
1369,13972235
1370,13983591
1371,14004487
1372,14034156
1373,14054505
1374,14074936
1375,14093220
1376,14119929
1377,14163236
1378,14185889
1379,14206422
1380,14236667
1381,14253836
1382,14270174
1383,14329097
1384,14333569
1385,14364734
1386,14581281
1387,14625260
1388,14844378
1389,14863647
1390,14869324
1391,14904111
1392,14937930
1393,14940861
1394,14974409
1395,15073128
1396,15098580
1397,15158490
1398,15202793
1399,15217907
1400,15222341
1401,15249132
1402,15256338
1403,15258962
1404,15268571
1405,15320389
1406,15346588
1407,15359579
1408,15385762
1409,15508554
1410,15657735
1411,15690844
1412,15785210
1413,15788420
1414,15794172
1415,15837671
1416,15841449
1417,15845466
1418,15872804
1419,15911462
1420,15938850
1421,15977469
1422,16005690
1423,16010076
1424,16014148
1425,16033661
1426,16052130
1427,16067358
1428,16098709
1429,16104522
1430,16105680
1431,16138574
1432,16144158
1433,16172078
1434,16203333
1435,16208640
1436,16222986
1437,16265452
1438,16275880
1439,16307070
1440,16344077
1441,16404346
1442,16417047
1443,16430979
1444,16481778
1445,16494314
1446,16559542
1447,16567825
1448,16624719
1449,16662014
1450,16698950
1451,16747822
1452,16780698
1453,16822967
1454,16845631
1455,16870565
1456,16887899
1457,16890595
1458,16892570
1459,16901146
1460,16926049
1461,16945664
1462,16959841
1463,16974619
1464,16992135
1465,16999635
1466,17042049
1467,17154507
1468,17163902
1469,17199941
1470,17204904
1471,17211684
1472,17217495
1473,17268934
1474,17300723
1475,17327289
1476,17380469
1477,17414243
1478,17427073
1479,17435596
1480,17474474
1481,17558268
1482,17641229
1483,17655898
1484,17705637
1485,17796771
1486,17888388
1487,17905150
1488,17912843
1489,17916609
1490,17919858
1491,17928155
1492,17942998
1493,17969711
1494,18040274
1495,18187177
1496,18204803
1497,18344003
1498,18403005
1499,18436845
1500,18458223
1501,18536328
1502,18540209
1503,18669334
1504,18704819
1505,18719127
1506,18745285
1507,18818196
1508,18900492
1509,19036496
1510,19276747
1511,19290397
1512,19339784
1513,19364378
1514,19396090
1515,19407287
1516,19413848
1517,19455540
1518,19536127
1519,19543014
1520,19675338
1521,19742402
1522,19754191
1523,19909549
1524,19926623
1525,19958240
1526,20013884
1527,20031875
1528,20111866
1529,20180777
1530,20236173
1531,20250350
1532,20295695
1533,20312973
1534,20347396
1535,20361854
1536,20407524
1537,20408400
1538,20416858
1539,20461013
1540,20500927
1541,20525370
1542,20525523
1543,20573784
1544,20638630
1545,20683409
1546,20694532
1547,20700669
1548,20724986
1549,20884546
1550,20892803
1551,20911730
1552,20915761
1553,20970631
1554,20977204
1555,20994159
1556,20999846
1557,21039864
1558,21075502
1559,21110659
1560,21139510
1561,21268817
1562,21269347
1563,21292343
1564,21304151
1565,21679159
1566,21696764
1567,21957446
1568,22002043
1569,22066046
1570,22114318
1571,22128369
1572,22167799
1573,22175941
1574,22177966
1575,22195362
1576,22259802
1577,22279672
1578,22332931
1579,22381072
1580,22386690
1581,22445410
1582,22446385
1583,22490998
1584,22511421
1585,22514219
1586,22525107
1587,22536765
1588,22584786
1589,22604871
1590,22663880
1591,22697570
1592,22724464
1593,22746080
1594,22770669
1595,22777892
1596,22780683
1597,22846452
1598,22869996
1599,22930449
1600,23002114
1601,23041403
1602,23042052
1603,23045261
1604,23132741
1605,23190927
1606,23384882
1607,23421619
1608,23427135
1609,23451458
1610,23521459
1611,23556834
1612,23559010
1613,23638587
1614,23741323
1615,23745784
1616,23924124
1617,24204898
1618,24235215
1619,24314423
1620,24435886
1621,24466196
1622,24472128
1623,24502569
1624,24504497
1625,24536972
1626,24550914
1627,24564752
1628,24582011
1629,24606113
1630,24643893
1631,24697284
1632,24703754
1633,24736507
1634,24781386
1635,24800714
1636,24831617
1637,24835382
1638,24840451
1639,24875262
1640,24896311
1641,24910512
1642,24929979
1643,24949467
1644,24975989
1645,24976862
1646,24990891
1647,25034472
1648,25089914
1649,25105483
1650,25115070
1651,25124304
1652,25137612
1653,25153919
1654,25154432
1655,25158820
1656,25164963
1657,25178594
1658,25180681
1659,25310137
1660,25311884
1661,25316035
1662,25316162
1663,25393315
1664,25414896
1665,25424734
1666,25479543
1667,25496890
1668,25566498
1669,25664409
1670,25690309
1671,25711015
1672,25777989
1673,25801568
1674,25848033
1675,25891850
1676,25988953
1677,25995358
1678,26013935
1679,26047608
1680,26070492
1681,26086575
1682,26107013
1683,26118465
1684,26139541
1685,26167974
1686,26174915
1687,26297768
1688,26307815
1689,26360365
1690,26364415
1691,26413686
1692,26539665
1693,26656284
1694,26687994
1695,26714159
1696,26722914
1697,26824113
1698,26833433
1699,26835013
1700,26842636
1701,26866873
1702,26892178
1703,26922866
1704,26936414
1705,27024803
1706,27251568
1707,27289028
1708,27334172
1709,27485094
1710,27631894
1711,27669465
1712,27690333
1713,27704687
1714,27719678
1715,27827808
1716,27920906
1717,28076058
1718,28243942
1719,28268680
1720,28299531
1721,28348152
1722,28455563
1723,28527634
1724,28563179
1725,28570325
1726,28611993
1727,28644893
1728,28653235
1729,28737257
1730,28742426
1731,28781354
1732,28792856
1733,28821618
1734,28836926
1735,28900355
1736,29008542
1737,29032600
1738,29121472
1739,29188917
1740,29292203
1741,29302139
1742,29302230
1743,29302252
1744,29302331
1745,29373963
1746,29409908
1747,29467745
1748,29490131
1749,29491781
1750,29548162
1751,29551334
1752,29557092
1753,29560987
1754,29565014
1755,29575872
1756,29591670
1757,29672144
1758,29716791
1759,29742491
1760,29775873
1761,29789135
1762,29823233
1763,29874229
1764,29879483
1765,29932710
1766,29959063
1767,29959226
1768,29960290
1769,29964746
1770,29990554
1771,30030348
1772,30038088
1773,30112155
1774,30120115
1775,30159843
1776,30294218
1777,30328909
1778,30374490
1779,30407135
1780,30410251
1781,30485143
1782,30488982
1783,30493312
1784,30543181
1785,30601846
1786,30727666
1787,30739239
1788,30751516
1789,30902201
1790,30932864
1791,30985701
1792,31007358
1793,31009008
1794,31023776
1795,31145988
1796,31328123
1797,31372256
1798,31377126
1799,31394900
1800,31410839
1801,31573086
1802,31589260
1803,31649110
1804,31750075
1805,31761158
1806,31770158
1807,31783266
1808,31859944
1809,31867827
1810,32027713
1811,32113157
1812,32228059
1813,32291794
1814,32327214
1815,32347756
1816,32433245
1817,32450038
1818,32481722
1819,32520970
1820,32546791
1821,32565521
1822,32783170
1823,32809703
1824,32859905
1825,32947694
1826,32965360
1827,33048583
1828,33114724
1829,33190975
1830,33258733
1831,33286289
1832,33322735
1833,33383463
1834,33403964
1835,33408569
1836,33427551
1837,33500389
1838,33638852
1839,33664635
1840,33770367
1841,33782301
1842,33796120
1843,33811744
1844,33876448
1845,33955669
1846,34125330
1847,34152706
1848,34190303
1849,34349915
1850,34558787
1851,34665051
1852,34697715
1853,34748927
1854,34988408
1855,35101914
1856,35135081
1857,35312807
1858,35388175
1859,35438895
1860,35463610
1861,35494118
1862,35566945
1863,35701650
1864,35707048
1865,35738743
1866,35775977
1867,35779988
1868,35867865
1869,35951936
1870,35983235
1871,36049421
1872,36070057
1873,36084950
1874,36230812
1875,36466523
1876,36490558
1877,36520290
1878,36845702
1879,36851054
1880,36882414
1881,36894700
1882,36992510
1883,37118134
1884,37156449
1885,37168047
1886,37230822
1887,37308300
1888,37327689
1889,37332413
1890,37334640
1891,37337818
1892,37420160
1893,37497534
1894,37615075
1895,37855176
1896,37984851
1897,38092805
1898,38207072
1899,38356640
1900,38392315
1901,38494943
1902,38495008
1903,38663217
1904,38760734
1905,38782922
1906,38804567
1907,38844529
1908,38907656
1909,38933153
1910,39035908
1911,39104740
1912,39122144
1913,39126884
1914,39232462
1915,39259739
1916,39303645
1917,39404641
1918,39407623
1919,39482679
1920,39514782
1921,39549453
1922,39594821
1923,39598758
1924,39601801
1925,39646700
1926,39732259
1927,39736248
1928,39774503
1929,39886733
1930,39923744
1931,39982313
1932,40034005
1933,40119374
1934,40172997
1935,40209326
1936,40244437
1937,40304143
1938,40361897
1939,40373180
1940,40599381
1941,40611140
1942,40633976
1943,40737334
1944,40830821
1945,40847847
1946,41095737
1947,41098278
1948,41257953
1949,41338290
1950,41377234
1951,41409951
1952,41487305
1953,41585329
1954,41686026
1955,41747005
1956,41757198
1957,41806499
1958,41851341
1959,41895435
1960,41957682
1961,41960449
1962,42042535
1963,42123156
1964,42204099
1965,42246742
1966,42280794
1967,42477615
1968,42538400
1969,42545407
1970,42591237
1971,42625018
1972,42656921
1973,42772952
1974,42812113
1975,42827532
1976,42839747
1977,42930712
1978,42969706
1979,43021794
1980,43035978
1981,43144390
1982,43178667
1983,43181083
1984,43184538
1985,43185848
1986,43188587
1987,43209825
1988,43345335
1989,43516554
1990,43534309
1991,43554145
1992,43592314
1993,43613217
1994,43685307
1995,43750833
1996,43776787
1997,43780184
1998,43859081
1999,43930900
2000,44013296
2001,44033547
2002,44045911
2003,44077321
2004,44108233
2005,44149651
2006,44172267
2007,44228100
2008,44380480
2009,44460091
2010,44606227
2011,44709815
2012,44726232
2013,44732909
2014,44864956
2015,44874361
2016,44890829
2017,44937958
2018,45011425
2019,45032269
2020,45088781
2021,45124381
2022,45160931
2023,45171506
2024,45216704
2025,45282134
2026,45337834
2027,45409515
2028,45568537
2029,45669815
2030,45734035
2031,45763204
2032,45799308
2033,45872139
2034,45942572
2035,45946766
2036,46013274
2037,46026722
2038,46030020
2039,46294017
2040,46309533
2041,46329147
2042,46392127
2043,46464143
2044,46721658
2045,46783487
2046,46791771
2047,46886316
2048,46891793
2049,46958050
2050,46974588
2051,47027043
2052,47040946
2053,47176608
2054,47227271
2055,47264268
2056,47358913
2057,47727876
2058,47742104
2059,47772523
2060,47833905
2061,47871814
2062,47911938
2063,48076916
2064,48118242
2065,48133820
2066,48163546
2067,48215717
2068,48358669
2069,48402017
2070,48490400
2071,48554537
2072,48569085
2073,48581201
2074,48603081
2075,48618675
2076,48692564
2077,48694368
2078,48757558
2079,48759451
2080,48808145
2081,48835712
2082,48907085
2083,48933336
2084,48936235
2085,48961492
2086,49019825
2087,49115689
2088,49122443
2089,49127376
2090,49161187
2091,49194531
2092,49350286
2093,49368915
2094,49539636
2095,49564392
2096,49635654
2097,49644838
2098,49644924
2099,49659212
2100,49699333
2101,49736102
2102,49886741
2103,50031524
2104,50084500
2105,50101753
2106,50165600
2107,50244265
2108,50252200
2109,50295826
2110,50326704
2111,50503328
2112,50570677
2113,50581102
2114,50611240
2115,50659444
2116,50811445
2117,50922266
2118,50987400
2119,51000525
2120,51110188
2121,51229763
2122,51307338
2123,51370125
2124,51506086
2125,51722130
2126,51764175
2127,51863163
2128,51877658
2129,51902062
2130,52028098
2131,52031769
2132,52075362
2133,52198964
2134,52271048
2135,52405651
2136,52455888
2137,52458914
2138,52520497
2139,52534406
2140,52560012
2141,52647469
2142,52682268
2143,52735331
2144,52834797
2145,52976623
2146,52983984
2147,53131727
2148,53189696
2149,53200489
2150,53217558
2151,53313357
2152,53316982
2153,53471087
2154,53512883
2155,53576129
2156,53601578
2157,53755997
2158,53777086
2159,53828142
2160,53831230
2161,53862927
2162,53869022
2163,54084812
2164,54152665
2165,54192942
2166,54203879
2167,54209827
2168,54274820
2169,54316226
2170,54345792
2171,54495912
2172,54641364
2173,54669781
2174,54671367
2175,54679643
2176,54702097
2177,54740946
2178,54860867
2179,54899098
2180,54995707
2181,54997375
2182,55035720
2183,55057608
2184,55110838
2185,55164754
2186,55234838
2187,55342789
2188,55374212
2189,55396651
2190,55398552
2191,55468070
2192,55560129
2193,55791410
2194,56052645
2195,56190028
2196,56361221
2197,56388545
2198,56469371
2199,56653555
