,actor_id,login
484,5981845,dpfaffenbauer
485,8034,jamesturk
486,219454,fatihalp
487,28050620,wing-it
488,503332,boutinb
489,982234,joshfraser
490,925456,nuxeojenkins
491,26855364,iamimmanuelraj
492,8178179,fuzzylogic2000
493,7267458,pyamsoft
494,11612490,alansemenov
495,6069599,PierreBrisorgueil
496,58569561,StanzillaManticore
497,24799081,47erbot
498,46268714,dc-builder
499,52453511,zeebe-bors[bot]
500,56721080,renovate-release
501,6398257,scrutinizer-notifier
502,45182681,backportbot-nextcloud[bot]
503,46447321,allcontributors[bot]
504,6924409,cg1101
505,12843093,SonataCI
506,428304,kaaholst
507,32226909,HiGarfield
508,9217533,Tommos0
509,2960492,klord9x
510,45343541,joshbwlng
511,51863389,adithyasunil26
512,12974760,LakshmiRavali
513,2882739,madhavajay
514,1404881,langvatn
515,8530623,brammool
516,8466666,samtstern
517,8360597,maelle
518,52826317,ImJoakim
519,95136,davidfowl
520,46749216,Shivangx01b
521,18542093,ChristopherSchubert
522,1175054,carlossanlop
523,13127443,aiyengar2
524,45301,avar
525,14223379,slarse
526,782127,ardalis
527,34514071,katherine-black
528,26163841,Arhell
529,2423263,shankari
530,3944894,RobinDev
531,57302936,GladosBlueWallet
532,627038,fiunchinho
533,2658545,marxin
534,39065740,BuckarooBanzay
535,13243941,andrewp-as-is
536,1236561,Stranger6667
537,7093518,I-Valchev
538,804608,PeterPetrik
539,7481356,k-ye
540,1430078,ajcvickers
541,2458907,holta
542,47059878,QuentinGruber
543,12154020,thomast1906
544,2392697,Zemurin
545,50317271,AntoineRelief
546,6510020,AlexWayfer
547,3206696,enricogior
548,22255,briandfoy
549,12363488,cbruno10
550,37080958,eabz
551,1480933,chiragnd
552,40016057,ThisaruGuruge
553,41974248,Darlantanis
554,3271586,monstrobishi
555,43571990,saileshbro
556,6251786,cdrini
557,1636756,jimklimov
558,550401,psrpinto
559,26871415,flavioislima
560,39355,zachleat
561,10239353,Zylphrex
562,1582670,jehon
563,7188409,pauarge
564,103977,andyli
565,143712,renatocoutinho
566,9398728,rwlove
567,114288,prymitive
568,70489351,achatterjee-grafana
569,46467186,sriyerg
570,8798850,matthchr
571,10464486,jolivier23
572,3389926,maique
573,106194,danking
574,190447,jakzal
575,7559202,kpouget
576,539708,tklauser
577,59758589,franktranvantu
578,32807631,Hazmi35
579,1781070,joachimesque
580,1945,casey
581,15763,jsoriano
582,55196698,igorsaux
583,548266,jenshnielsen
584,18313964,JasonCard
585,12559331,zippy2
586,7956947,webstech
587,1401239,fake-name
588,8068268,amogkam
589,36797143,martinfleis
590,29398561,DevenKShah
591,237508,spacedmonkey
592,18663444,BuddhiWathsala
593,11164679,waldekmastykarz
594,3305068,thibault-martinez
595,31725355,apinnick
596,205275,jimhester
597,615580,B4nan
598,43777106,jackheslop96
599,3926405,MikeDombo
600,5798442,kojix2
601,8158668,stephanegigandet
602,7374640,snewcomer
603,1923140,ricardochaves
604,34098595,bherr2
605,519609,dealako
606,65029792,mrLuisFer
607,39992,gr2m
608,39613,trieloff
609,6979393,aklish
610,10326572,leomp12
611,666915,johanandren
612,480590,Ladicek
613,50499646,miiu96
614,3901764,joshblack
615,210858,akrherz
616,193272,redonkulus
617,3314607,hannesa2
618,57012152,khoih-prog
619,273868,erights
620,4569691,gasinvein
621,20778777,jenniferboedker
622,75305464,annihilatorrrr
623,32311883,NovichikhinAlexey
624,25278,otavio
625,98207,jwodder
626,327717,simPod
627,4210949,nicholastmosher
628,4488655,dominiklohmann
629,427110,DavidBoike
630,12510224,michalvasko
631,4809037,emteknetnz
632,32880187,codingcodymiller
633,11851990,ericpre
634,449224,tiye
635,6528957,grlee77
636,17570430,rickstaa
637,3837114,consideRatio
638,8413037,JordanMartinez
639,6644735,noahdietz
640,231931,geahaad
641,1743862,bvssvni
642,36541154,allisonkarlitskaya
643,2534009,rafaqz
644,45047841,aaron-steinfeld
645,25481501,Gusted
646,43037584,OVH-Team-Guides
647,8430564,pat-s
648,1243336,joestringer
649,65327072,Sherlock113
650,17791039,yalgaer
651,324683,LuisAlejandro
652,151380,hughsie
653,12502053,Mentors4EDU
654,48568725,JohanFreelancer9
655,1455846,camsaul
656,7536222,bradcray
657,26967164,SamusElderg
658,48960763,mrmannet
659,414923,gabek
660,13553903,trim21
661,8627746,flagarde
662,10198654,mariuszkrzaczkowski
663,4379204,time-killer-games
664,23019877,Megamouse
665,1881520,josesimoes
666,26543813,DepickereSven
667,15655,petebacondarwin
668,68000537,janeljs
669,4324090,modmuss50
670,3131232,gkze
671,5079556,st0012
672,3645856,benjdlambert
673,9039753,stijnmoreels
674,7600764,sazzad16
675,73091,ik5
676,64996,alexcrichton
677,288686,jpopelka
678,13023439,WikiRik
679,4550046,gavanderhoorn
680,37170243,KomachiSion
681,1068523,richardbporter
682,17892,mraible
683,3439771,karelhala
684,104888,ondrejmirtes
685,25176023,brizental
686,715120,chrisns
687,1505226,thestinger
688,3330916,cmyr
689,1301201,wass3r
690,1322923,danielpacak
691,1471149,dimkr
692,10457293,wbsu2003
693,1133858,FlorianWendelborn
694,2064609,tchiotludo
695,1128784,markerikson
696,712067,lioncash
697,61610939,sikabane-works
698,7147385,raphodn
699,57042741,Woomymy
700,168854,eregon
701,70687432,ilyub
702,867770,thatguygriff
703,41958659,UsamaSadiq
704,910430,tomkralidis
705,3352707,ton31337
706,11868120,mertsincan
707,10351787,kindlich
708,854520,hantsy
709,43293944,thomas545
710,2248168,furknyavuz
711,9625821,javeme
712,3854739,jan-janssen
713,6431515,trufae
714,10575562,seanlip
715,11163823,zrhoffman
716,26950305,MuckT
717,59536731,kaoritokashiki
718,33166947,chrisda
719,58055496,LemonInTheDark
720,47635037,idinium96
721,43184541,rbpatt2019
722,38865330,TheCakeIsNaOH
723,439401,stof
724,8228902,tsalo
725,371383,oprypin
726,2003111,silicons
727,38340170,ShawnDong98
728,13972467,hugoabernier
729,22235437,1715173329
730,481677,geerlingguy
731,12505835,juliasilge
732,55118525,williamhbaker
733,4091790,axthosarouris
734,16925074,LukasPaczos
735,1465179,domlatham
736,8057368,monzta
737,10562872,jenschude
738,10504350,WadeBarnes
739,7058938,lukehinds
740,7604200,hsbadr
741,19759293,mwalbeck
742,1690089,NateV
743,126646,laanwj
744,33383463,youngchief-btw
745,1094905,gallais
746,8650424,CecileRobertMichon
747,7639395,plantain-00
748,998190,Roasbeef
749,89638,pocmo
750,1689766,lance6716
751,8593673,derrickmehaffy
752,20426972,JulienPeloton
753,4778485,dargmuesli
754,1852447,jpivarski
755,4686101,TicClick
756,995262,pooza
757,2996637,plinioleitao
758,123720,miurahr
759,15789599,mthalman
760,27059115,ctwoon
761,862575,helderberto
762,1697911,pakrym
763,878686,nvdk
764,53131727,bryanasdev000
765,150986,dckc
766,46593074,MichaelStritt
767,1698337,alexander-schranz
768,238736,cdietrich
769,4117568,victoralmau
770,50992814,henriqueleite42
771,201963,lcobucci
772,223667,lingtalfi
773,309017,Flamefire
774,7549152,nachomazzara
775,1693432,okurz
776,5720791,dustymc
777,3126484,hakatashi
778,64334,Lisias
779,42057,yaf
780,534448,Un1matr1x
781,3949944,scoute-dich
782,220264,DavertMik
783,7727148,ThadHouse
784,22728,flavio
785,2899462,morningman
786,200411,asmecher
787,1692786,joshbressers
788,350282,dfm
789,15455160,ktiu
790,83281,davidsneighbour
791,1184449,cscherrer
792,10269434,vigneshmsft
793,595602,Infarh
794,3059210,woodruffw
795,42211,brandonroberts
796,57455669,microprediction
797,66626,graemerocher
798,4312191,fmeum
799,14309773,aduh95
800,26796393,ivanpauno
801,493276,k-okada
802,8796347,svlandeg
803,977937,ostcar
804,498929,roncli
805,831974,xt0rted
806,752,djspiewak
807,156685,MarkEWaite
808,27200110,tbouffard
809,2458,robertknight
810,141568,tiberiuichim
811,4676718,slava77
812,11535726,antgamdia
813,69198463,mateuszrzeszutek
814,16307013,softmarshmallow
815,9611008,johnnymatthews
816,7983394,DelazJ
817,23528985,tiredofit
818,59966492,mbtools
819,46978960,marc-hb
820,1559108,HebaruSan
821,25089672,edewata
822,2270364,RehanSaeed
823,10350960,schalkneethling
824,289743,himdel
825,347149,simahawk
826,644871,yoavain
827,5684607,aminlatifi
828,21211734,shadow81627
829,1931590,dbaeumer
830,19899190,ryanheise
831,46826984,vladsud
832,25266945,LucasBrazi06
833,56048681,klever1988
834,4958241,MrCrayfish
835,49840585,BigBadPossum
836,8951843,teor2345
837,5023650,davidmehren
838,202916,FloEdelmann
839,4572766,henningkayser
840,43759233,kenzieschmoll
841,583206,twsouthwick
842,857609,adamchainz
843,7016425,jsugarman
844,1327189,sscarduzio
845,559317,brianjmurrell
846,12661555,jmsmkn
847,812984,romani
848,8304462,robinlinden
849,1681525,omBratteng
850,5288046,antongolub
851,9220323,parazyd
852,9543430,MuteTiefling
853,43759105,gleich
854,337298,bassosimone
855,13513058,BernieWhite
856,1462701,PierreRambaud
857,6035856,m-cat
858,18515,dvdplm
859,10937819,boaks
860,112334,Alxandr
861,23464104,Cristiandi
862,6813862,WrathChaos
863,46938494,priv-kweihmann
864,1105305,zbynek
865,6312397,antobinary
866,13383509,NotMyFault
867,1634427,Clivern
868,13167207,chenrujun
869,2107452,katahiromz
870,1867702,stoyanr
871,5750,benjamn
872,4673969,larsenv
873,28248956,theLSA
874,640949,freaktechnik
875,24358216,kisak-valve
876,1935069,UdjinM6
877,23049315,mondeja
878,932566,CarsonF
879,5713373,cmcclister
880,29860510,cw-sakamoto
881,883887,eldy
882,29484535,admiralAwkbar
883,49752,lzap
884,1069133,lukasj
885,6292312,kamataryo
886,59618057,astrogeco
887,32519252,zickgraf
888,25801283,KartikSoneji
889,6383527,ilteoood
890,21954664,Zethson
891,642886,knz
892,1612643,dyladan
893,28938011,talenfisher
894,17735,julien51
895,4658208,matchai
896,8225057,ocornut
897,142290,holiman
898,11001588,MCterra10
899,31436575,Darkflame72
900,34819524,MarcelCoding
901,1715235,StorytellerCZ
902,49463229,szescxz
903,1571086,shivammathur
904,1327476,Julusian
905,701221,vtamara
906,38964842,PlanXCyborg
907,200280,gregrickaby
908,4989908,dokempf
909,26881592,cenk1cenk2
910,55211307,dlminvestments
911,183195,ahmadnassri
912,5553605,jaredlll08
913,16182780,gthess
914,33762,erunion
915,6426975,JonWBedard
916,445792,fbiville
917,283886,keith
918,7679720,IEvangelist
919,6916170,segunadebayo
920,9513634,s-weigand
921,58596052,TrollZbozowy
922,1759475,TorstenDittmann
923,35755639,Matthelonianxl
924,314088,neilime
925,689412,lpugin
926,1067361,mjeanroy
927,177998,mmathieum
928,28159383,minecraft-dev-autoreporter
929,54212639,mo-auto
930,60856788,wfcd-bot-boi
931,48565599,knative-test-reporter-robot
932,34481203,forking-renovate[bot]
933,15698993,dlang-bot
934,4368172,bors-servo
935,38407549,oppiabot[bot]
936,42819689,mend-bolt-for-github[bot]
937,34088196,k8s-publishing-bot
938,22729528,berty-assistant
939,24802730,nogic1008
940,40872210,bugclerk
941,37223003,trop[bot]
942,43231472,iohk-bors[bot]
943,33298198,github-trending-repos-bot
944,13995816,scaleway-bot
945,55685376,secure-code-warrior-for-github[bot]
946,7804791,seanbreckenridge
947,1957806,jonfairbanks
948,9666939,lizbur10
949,56261244,jakub-pomykala
950,50817549,Fuwn
951,66242241,saarcoder
952,47818697,Nyeriah
953,42906,grzchr15
954,22525368,mueller-ma
955,35577657,nikhilwoodruff
956,63491578,sreepadkarekkad
957,9348108,ririxidev
958,1944941,marco76tv
959,55281,ambv
960,42354711,HaojunRen
961,4106672,mark-vieira
962,82579298,Liuxiaozhen12
963,42723993,EnderDev
964,1062985,navjottomer
965,36541229,SupervisedThinking
966,5611802,willemliufdmg
967,9292748,AlbumenJ
968,12625848,Soneji
969,5762953,maziyarpanahi
970,4129778,sgratzl
971,7383192,adekbadek
972,242750,tseaver
973,17871250,surol
974,1452922,buluma
975,122831,coolaj86
976,5457236,nunomaduro
977,9777975,mkellsy
978,2989731,lordpretzel
979,63675417,JonLiu1993
980,17534,tychoish
981,67387053,ankitaggarwal23
982,6305156,amihaiemil
983,26471269,lcawl
984,113544,darthtrevino
985,15640196,dnsos
986,134365,einari
987,46427731,mateumann
988,3462541,Margen67
989,60190294,Andrew-Chen-Wang
990,4036816,mark-petersen
991,2586601,madkinsz
992,16700,nobu
993,35227860,Jean-Baptiste-Lasselle
994,807839,rdenarie
995,1504938,idleberg
996,37302950,sahil28297
997,60482452,TateTaylorOH
998,1330696,mr-c
999,984921,jakemac53
1000,17184,samgrover
1001,36161814,cgsunkel
1002,38205382,DavideC03
1003,1389286,darklinkpower
1004,1009183,elwinschmitz
1005,8436925,tyxla
1006,482243,mzedel
1007,791642,chrisreddington
1008,602423,kellyselden
1009,938393,sfmskywalker
1010,1192057,leofeyer
1011,37966791,MoAlyousef
1012,3669059,mbiarnes
1013,2172048,chris-wood
1014,952248,Keboo
1015,228456,hannesm
1016,1553185,wslulciuc
1017,3579909,alice-i-cecile
1018,30755778,LysandreJik
1019,66856220,waybackarchiver
1020,7501424,tde-banana-odoo
1021,25086,RobLoach
1022,1918204,destogl
1023,316049,travisbrown
1024,658496,jaredcwhite
1025,16213433,ZhilkinSerg
1026,706768,yurii-litvinov
1027,40820,mahmoudimus
1028,1076145,jstarry
1029,48153675,seungh0
1030,8364647,katelovescode
1031,504179,lgritz
1032,103512,doomvox
1033,6025220,Ma27
1034,81968,edulix
1035,15545,xet7
1036,39887717,zer0Kerbal
1037,371319,emosbaugh
1038,47818,frett
1039,1105672,firstof9
1040,44019949,jurijzahn8019
1041,240344,KOLANICH
1042,2581045,tribeiro
1043,151829,mattstauffer
1044,23066,richm
1045,5714543,ike709
1046,980297,shawnyeager
1047,562238,hugohaggmark
1048,75448,sanemat
1049,38213504,seb-odoo
1050,40488007,ethanmills
1051,703298,woutslakhorst
1052,1020379,benbp
1053,2042196,cbk914
1054,3341,abraham
1055,1402241,fregante
1056,13736691,kozlovic
1057,30920819,GenevieveBuckley
1058,323385,avoinea
1059,60616885,dockerymick
1060,63118817,pppazos
1061,512718,admpub
1062,788473,sehz
1063,4588111,ZolotukhinM
1064,3069354,mariano54
1065,1456880,JamesWoolfenden
1066,3269297,HarelM
1067,6329861,brucebolt
1068,571832,rainest
1069,17786731,HansKristian-Work
1070,2036040,codebytere
1071,14854905,ljubon
1072,21037762,SandorArpa
1073,1123407,jkmassel
1074,3867941,magik6k
1075,8181990,TheLastZombie
1076,11574250,bashleigh
1077,29297788,Roger-Melo
1078,14123216,loafoe
1079,40721349,frankpagan
1080,813007,nellshamrell
1081,40514306,aviatesk
1082,18234520,jindaxiang
1083,3738070,pattacini
1084,681420,cecilemuller
1085,14984911,kettanaito
1086,8824104,nathanbaleeta
1087,1094878,csantanapr
1088,2362137,hjoliver
1089,7950094,DerYeger
1090,15899312,StellaAthena
1091,1167259,spadgett
1092,5904370,blakadder
1093,34628915,sc979
1094,1862725,proofit404
1095,4013349,hongkailiu
1096,12660498,haesleinhuepf
1097,1258877,madskristensen
1098,3135397,whitphx
1099,584228,SubJunk
1100,34835685,barhatsor
1101,962989,pajlada
1102,2650170,ViRb3
1103,999588,nolimits4web
1104,6066243,petrparolek
1105,3335181,JoshuaKGoldberg
1106,309908,wetneb
1107,1749304,nywilken
1108,21983456,rennokki
1109,2809491,droidmonkey
1110,9696352,cometkim
1111,91469,RobertCNelson
1112,975453,achaussier
1113,106849,romac
1114,606594,molant
1115,3967898,TheBusyBiscuit
1116,8822365,busunkim96
1117,2806645,tpendragon
1118,2964763,tonybaltovski
1119,13104637,ymao1
1120,730388,mccalluc
1121,3813270,liquid36a
1122,7450402,romainthomas
1123,720690,franmomu
1124,28384444,BenoitSerrano
1125,1530643,mikalstill
1126,11934099,jlebon
1127,1031876,brandones
1128,1049737,totaam
1129,971601,brandonwillard
1130,860434,lopopolo
1131,8110,nopcoder
1132,6140884,GSadee
1133,26509014,LeoDog896
1134,14893287,mattxwang
1135,2246121,pranavrajs
1136,783247,m-ou-se
1137,17455337,XenoAmess
1138,36673698,hblankenship
1139,477114,Awilum
1140,7061425,en3r0
1141,624760,eddiejaoude
1142,1746967,Gadgetoid
1143,10231489,myii
1144,20458272,klutchell
1145,36537355,CourtHive
1146,325813,steveoh
1147,160684,tommyettinger
1148,6234750,chia7712
1149,8956868,wilfwilson
1150,1911920,TheKitty
1151,29454499,eaidova
1152,242417,dotnwat
1153,7647884,pablogs9
1154,9403403,ivan-aksamentov
1155,89252,RangerRick
1156,18356694,zadjii-msft
1157,10931741,scivision
