,actor_id,comment_type_num,comment_num,empty_comment_num,Issuecomment_num,PullRequestReviewcomment_num,Commitcomment_num,label
73,72431,1,158,0,158,0,0,Human
74,75213,3,146,0,114,21,11,Human
75,75371,2,215,0,152,63,0,Human
76,76245,2,405,0,129,276,0,Human
77,76526,2,402,0,341,61,0,Human
78,76716,3,911,0,605,292,14,Human
79,77424,2,633,0,398,235,0,Human
80,78827,3,1189,0,766,422,1,Human
81,79476,2,649,0,541,108,0,Human
82,79684,3,802,0,256,543,3,Human
83,82778,2,34,0,24,10,0,Human
84,86065,2,220,0,203,17,0,Human
85,88600,3,398,0,334,59,5,Human
86,89950,2,203,0,160,43,0,Human
87,90008,2,1984,0,1747,237,0,Human
89,91535,2,430,0,276,154,0,Human
90,93301,2,124,0,92,32,0,Human
91,95136,3,4844,0,3269,1556,19,Human
92,96081,3,704,0,331,366,7,Human
93,96462,2,412,0,225,187,0,Human
94,100468,3,102,0,46,54,2,Human
95,100896,2,384,0,173,211,0,Human
96,101649,3,759,0,573,178,8,Human
97,103023,2,2196,0,1313,883,0,Human
99,104522,2,134,0,107,27,0,Human
100,105507,2,497,0,293,204,0,Human
101,105766,3,132,0,70,58,4,Human
102,111951,3,219,0,84,133,2,Human
103,112310,2,901,0,692,209,0,Human
104,112395,3,163,0,120,42,1,Human
105,114137,2,1145,0,916,229,0,Human
106,114937,2,79,0,42,37,0,Human
107,115105,2,39,0,11,28,0,Human
108,115628,3,514,0,271,242,1,Human
109,120810,3,550,0,264,285,1,Human
110,120915,3,218,0,74,140,4,Human
111,123942,2,187,0,67,120,0,Human
112,125676,3,526,0,363,162,1,Human
113,125759,2,712,0,488,224,0,Human
114,127186,3,506,0,211,292,3,Human
115,127797,2,174,0,163,11,0,Human
116,128240,2,73,0,62,11,0,Human
117,129077,2,99,0,69,30,0,Human
118,130553,3,225,0,185,38,2,Human
119,131856,3,1567,0,1017,546,4,Human
120,132554,3,666,0,476,185,5,Human
121,132773,3,547,0,465,81,1,Human
122,132835,3,1222,0,910,308,4,Human
123,134711,3,564,0,532,23,9,Human
124,135839,2,118,0,72,46,0,Human
125,137648,2,56,0,32,24,0,Human
126,138296,2,506,0,202,304,0,Human
127,142862,2,202,0,19,183,0,Human
128,143270,2,95,0,57,38,0,Human
129,145119,3,389,0,285,89,15,Human
130,150562,2,282,0,150,132,0,Human
131,151885,2,7,0,3,4,0,Human
132,154702,2,412,0,166,246,0,Human
133,156260,2,368,0,149,219,0,Human
134,158471,3,2965,0,1955,994,16,Human
135,158500,2,205,0,105,100,0,Human
136,163737,3,1335,0,734,599,2,Human
137,164791,2,572,0,515,57,0,Human
138,168902,3,324,0,253,69,2,Human
139,172303,2,195,0,21,174,0,Human
140,172399,3,207,0,202,4,1,Human
141,174009,3,164,0,154,9,1,Human
142,174200,3,218,0,154,51,13,Human
143,174281,3,3080,0,1481,1595,4,Human
144,174662,2,283,0,108,175,0,Human
145,179026,2,217,0,118,99,0,Human
146,179265,3,1098,0,822,275,1,Human
147,181681,2,1159,0,1103,56,0,Human
148,185227,2,85,0,56,29,0,Human
149,187314,2,380,0,189,191,0,Human
150,188915,2,697,0,368,329,0,Human
151,189073,3,139,0,117,21,1,Human
152,189568,3,289,0,98,190,1,Human
153,190297,3,932,0,559,368,5,Human
154,191822,3,465,0,409,38,18,Human
155,192142,3,290,0,55,232,3,Human
156,195743,3,357,0,282,73,2,Human
157,204671,2,316,0,231,85,0,Human
158,205445,2,666,0,367,299,0,Human
159,205482,2,284,0,185,99,0,Human
160,209242,2,365,0,232,133,0,Human
161,209440,3,95,0,75,17,3,Human
162,213894,3,1209,0,748,426,35,Human
163,214813,2,91,0,84,7,0,Human
164,215970,3,1580,0,834,742,4,Human
166,218971,1,90,0,90,0,0,Human
167,221481,2,268,0,128,140,0,Human
168,221530,2,551,0,325,226,0,Human
169,222642,2,186,0,74,112,0,Human
170,224089,2,19,0,2,17,0,Human
171,226650,3,660,0,481,160,19,Human
172,230104,2,393,0,204,189,0,Human
173,236070,2,1334,0,526,808,0,Human
174,238395,2,441,0,391,50,0,Human
175,242568,2,152,0,104,48,0,Human
176,243320,2,74,0,53,21,0,Human
177,243874,2,200,0,105,95,0,Human
178,244900,3,1791,0,1300,488,3,Human
179,249542,2,238,0,163,75,0,Human
180,250273,1,564,0,564,0,0,Human
181,253067,1,101,0,101,0,0,Human
182,254946,3,1236,0,344,891,1,Human
183,256041,3,503,0,423,65,15,Human
184,260465,3,1537,0,809,726,2,Human
185,264346,3,155,0,84,68,3,Human
186,271576,3,708,0,395,309,4,Human
187,273592,2,969,0,280,689,0,Human
188,275848,3,488,0,274,212,2,Human
189,275871,3,822,0,476,345,1,Human
190,278153,2,126,0,122,0,4,Human
191,278340,2,226,0,77,149,0,Human
192,278470,3,241,0,128,109,4,Human
193,278509,3,1973,0,1527,444,2,Human
194,281303,2,1170,0,458,712,0,Human
195,282159,2,94,0,89,5,0,Human
196,283834,2,102,0,23,79,0,Human
197,288203,2,252,0,148,104,0,Human
198,289678,2,230,0,203,27,0,Human
199,291359,2,289,0,275,14,0,Human
200,292349,3,1501,0,1372,122,7,Human
201,298299,2,1000,0,523,477,0,Human
202,298705,3,993,0,540,450,3,Human
203,299804,2,161,0,103,58,0,Human
204,300115,3,705,0,433,271,1,Human
205,308347,3,3108,0,2747,344,17,Human
206,309017,3,1721,0,1245,456,20,Human
207,309583,3,273,0,163,109,1,Human
208,313003,2,55,0,34,21,0,Human
209,316242,3,529,0,171,341,17,Human
210,321738,2,349,0,217,132,0,Human
211,322311,3,4007,0,2829,1152,26,Human
212,323878,3,2785,0,2606,170,9,Human
213,325476,2,326,0,240,86,0,Human
214,326577,3,916,0,571,323,22,Human
215,329822,3,955,0,690,253,12,Human
216,338792,2,403,0,103,300,0,Human
217,339728,2,191,0,38,153,0,Human
218,341954,2,188,0,138,50,0,Human
219,344777,2,337,0,314,23,0,Human
220,345332,3,204,0,188,13,3,Human
221,354746,3,179,0,93,85,1,Human
222,355313,2,262,0,96,166,0,Human
223,359867,2,428,0,314,114,0,Human
224,362783,3,347,0,45,297,5,Human
225,363911,2,110,0,70,40,0,Human
226,364566,2,257,0,70,187,0,Human
227,372476,3,312,0,294,17,1,Human
228,374864,3,247,0,213,32,2,Human
229,375744,2,98,0,47,51,0,Human
230,380816,2,462,0,211,251,0,Human
231,381137,3,410,0,378,30,2,Human
232,386765,2,204,0,169,35,0,Human
233,387249,3,1204,0,1166,35,3,Human
234,395821,3,895,0,625,261,9,Human
235,400034,2,195,0,126,69,0,Human
236,400092,3,4191,0,2967,1213,11,Human
237,402008,2,324,0,235,89,0,Human
238,402156,3,896,0,370,516,10,Human
239,402301,3,2513,0,1675,826,12,Human
240,403174,2,116,0,71,45,0,Human
241,409053,2,101,0,50,51,0,Human
242,425260,3,9683,0,1749,7869,65,Human
243,434655,2,94,0,83,11,0,Human
244,439401,3,4012,0,2614,1370,28,Human
245,439929,3,2061,0,1500,560,1,Human
246,443137,2,704,0,544,160,0,Human
247,446130,3,555,0,410,140,5,Human
248,448216,2,177,0,28,149,0,Human
249,451477,2,650,0,518,132,0,Human
250,455023,3,338,0,251,86,1,Human
251,456802,2,469,0,306,163,0,Human
252,458946,2,715,0,340,375,0,Human
253,459691,2,487,0,343,144,0,Human
254,461264,3,755,0,498,256,1,Human
255,463851,2,1139,0,699,440,0,Human
256,467709,3,323,0,143,179,1,Human
257,469983,3,3334,0,2013,1293,28,Human
258,478555,3,852,0,546,303,3,Human
259,480437,2,1437,0,946,491,0,Human
260,483422,2,159,0,122,37,0,Human
261,487925,2,122,0,30,92,0,Human
262,489791,2,128,0,67,61,0,Human
263,490484,3,1746,0,1520,206,20,Human
264,492656,2,30,0,7,23,0,Human
265,493492,2,758,0,277,481,0,Human
266,494208,3,729,0,426,302,1,Human
267,495366,3,1338,0,668,666,4,Human
268,496447,3,1592,0,1060,522,10,Human
269,499550,3,1381,0,1250,95,36,Human
270,502017,3,420,0,175,244,1,Human
271,502810,2,177,0,122,55,0,Human
272,504195,3,1185,0,435,749,1,Human
273,505001,3,474,0,339,98,37,Human
274,505230,3,1596,0,1519,74,3,Human
275,510598,2,133,0,46,87,0,Human
276,512266,2,120,0,95,25,0,Human
277,517124,3,3330,0,1232,2095,3,Human
278,518707,2,10,0,5,5,0,Human
279,522079,3,587,0,568,17,2,Human
280,524596,2,294,0,235,59,0,Human
281,528166,2,950,0,171,779,0,Human
282,533828,2,262,0,81,181,0,Human
283,538415,2,79,0,76,3,0,Human
284,538604,2,209,0,208,1,0,Human
286,541734,3,142,0,48,85,9,Human
287,542836,2,187,0,65,122,0,Human
288,548801,3,90,0,72,16,2,Human
289,555095,2,453,0,135,318,0,Human
290,555336,2,99,0,72,27,0,Human
291,556258,2,322,0,148,174,0,Human
292,558581,3,1382,0,523,858,1,Human
293,559317,3,1385,0,636,742,7,Human
294,578543,3,5171,0,2287,2830,54,Human
295,580492,2,864,0,479,385,0,Human
296,580733,3,910,0,826,83,1,Human
297,580803,2,42,0,9,33,0,Human
298,583075,3,1415,0,1056,355,4,Human
299,587583,2,267,0,262,5,0,Human
300,588407,3,1595,0,981,579,35,Human
301,588688,2,875,0,610,265,0,Human
302,590254,3,263,0,177,80,6,Human
303,595301,2,930,0,333,597,0,Human
304,596147,1,97,0,97,0,0,Human
305,598796,2,2411,0,826,1585,0,Human
306,605277,2,4738,0,3122,1616,0,Human
307,611613,3,618,0,530,86,2,Human
308,611653,2,150,0,56,94,0,Human
309,618376,3,899,0,565,198,136,Human
310,625469,3,567,0,292,274,1,Human
311,628742,2,562,0,77,485,0,Human
312,635121,3,348,0,97,250,1,Human
314,639247,3,43,0,18,22,3,Human
315,644420,2,1179,0,840,339,0,Human
316,646194,2,132,0,103,29,0,Human
317,649348,2,429,0,261,168,0,Human
318,656475,2,334,0,217,117,0,Human
319,667047,3,1515,0,662,850,3,Human
320,667719,2,61,0,52,9,0,Human
321,679122,3,1620,0,1172,447,1,Human
322,683300,3,575,0,77,490,8,Human
323,683713,2,1332,0,513,819,0,Human
324,683742,2,187,0,46,141,0,Human
325,686971,1,1,0,1,0,0,Human
326,698003,3,1896,0,1553,333,10,Human
327,700357,2,1245,0,602,643,0,Human
328,700834,3,72,0,63,6,3,Bot
329,702790,1,237,0,237,0,0,Bot
330,702885,2,170,0,104,66,0,Human
331,712614,2,1847,0,1137,710,0,Human
332,712896,3,259,0,237,21,1,Human
333,715491,3,362,0,280,81,1,Human
334,725613,3,462,0,252,207,3,Human
335,731673,3,420,0,379,36,5,Human
336,734162,1,16,0,16,0,0,Human
337,736001,2,87,0,79,8,0,Bot
338,736973,2,529,0,509,20,0,Human
339,737767,3,208,0,159,47,2,Human
340,744556,2,847,0,618,229,0,Human
341,759372,2,856,0,724,132,0,Human
342,763605,3,332,0,194,137,1,Human
343,773529,2,209,0,124,85,0,Human
344,775050,3,1088,0,1019,23,46,Human
345,779047,2,573,0,354,219,0,Human
346,783988,2,365,0,313,52,0,Human
347,787655,2,348,0,217,131,0,Human
348,788092,2,32,0,17,15,0,Human
349,788266,2,623,0,506,117,0,Human
350,788783,2,499,0,255,244,0,Human
351,793869,2,270,0,182,88,0,Human
352,803976,2,813,0,532,281,0,Human
353,804385,2,385,0,92,293,0,Human
354,809335,2,1581,0,1232,349,0,Human
355,810438,3,1386,0,1091,287,8,Human
356,811374,3,819,0,67,750,2,Human
357,811776,3,436,0,228,201,7,Human
358,812075,2,219,0,96,123,0,Human
359,812783,3,1581,0,921,659,1,Human
360,813007,2,619,0,554,65,0,Human
361,816900,3,551,0,346,204,1,Human
362,817030,2,344,0,120,224,0,Human
363,820871,2,83,0,60,23,0,Human
364,828643,2,110,0,74,36,0,Human
365,831192,2,522,0,384,138,0,Human
366,837034,2,571,0,363,208,0,Human
367,838736,2,1144,0,643,501,0,Human
368,841763,3,304,0,178,125,1,Human
369,841956,3,5057,0,2545,2509,3,Human
370,852371,2,537,0,433,104,0,Human
371,855595,2,172,0,57,115,0,Human
372,856316,2,1446,0,942,504,0,Human
373,857660,2,363,0,117,246,0,Human
374,859697,3,665,0,636,28,1,Human
375,859729,2,67,0,52,15,0,Human
376,863730,3,1201,0,983,216,2,Human
377,869724,3,1039,0,947,89,3,Human
378,875779,2,160,0,120,40,0,Human
379,882976,3,2366,0,1543,821,2,Human
380,885054,3,2679,0,2233,443,3,Human
381,886074,3,1325,0,1103,218,4,Human
382,888624,3,1515,0,693,810,12,Human
383,890062,2,82,0,70,12,0,Human
384,899444,3,1664,0,693,968,3,Human
385,903617,2,147,0,98,49,0,Human
386,904474,2,191,0,124,67,0,Human
387,907223,2,515,0,125,390,0,Human
388,907672,2,202,0,131,71,0,Human
389,908371,2,1159,0,766,393,0,Human
390,908479,2,66,0,45,21,0,Human
391,908958,2,10,0,7,0,3,Human
392,912735,2,2902,0,972,1930,0,Human
393,913004,3,1323,0,930,391,2,Human
394,919084,3,299,0,139,152,8,Human
395,924948,2,948,0,646,302,0,Human
396,926513,3,954,0,827,123,4,Human
397,936315,2,611,0,229,382,0,Human
398,937328,2,365,0,51,314,0,Human
399,940341,2,766,0,490,276,0,Human
400,943991,2,35,0,26,9,0,Human
401,948037,2,142,0,15,127,0,Human
402,955351,2,408,0,400,8,0,Human
403,955396,2,75,0,16,59,0,Human
404,958268,3,201,0,101,99,1,Human
405,959590,3,359,0,244,114,1,Human
406,964386,3,1935,0,1761,166,8,Human
407,969721,3,1270,0,392,876,2,Human
408,973741,2,575,0,406,169,0,Human
409,979241,2,591,0,234,357,0,Human
410,984252,2,150,0,140,10,0,Human
411,984817,2,287,0,160,127,0,Human
412,1007429,2,17,0,11,6,0,Human
413,1014802,2,499,0,238,261,0,Human
414,1018684,3,219,0,196,21,2,Human
415,1022220,2,59,0,18,41,0,Human
416,1022584,2,375,0,179,196,0,Human
417,1027207,2,207,0,162,45,0,Human
418,1030580,2,1087,0,501,586,0,Human
419,1031940,3,1017,0,728,288,1,Human
420,1035262,2,1070,0,1013,57,0,Human
421,1036561,3,1085,0,887,128,70,Human
422,1036769,2,45,0,12,33,0,Human
423,1038121,2,98,0,76,22,0,Human
424,1056976,3,177,0,125,49,3,Bot
425,1058480,2,109,0,108,1,0,Human
426,1070090,2,137,0,116,21,0,Human
427,1070455,2,428,0,187,241,0,Human
428,1076393,3,268,0,252,10,6,Human
429,1083045,2,201,0,143,58,0,Human
430,1097932,3,980,0,477,501,2,Human
431,1103838,2,77,0,69,8,0,Human
432,1110944,2,206,0,94,112,0,Human
433,1120448,3,2214,0,906,1268,40,Human
434,1121690,3,360,0,352,7,1,Human
435,1137607,2,168,0,157,11,0,Human
436,1146263,2,1512,0,327,1185,0,Human
437,1148376,3,1686,0,1294,226,166,Human
438,1157043,2,299,0,141,158,0,Human
439,1158422,2,11,0,2,9,0,Human
440,1167539,2,67,0,29,38,0,Human
441,1169991,2,160,0,131,29,0,Human
442,1175079,1,136,0,136,0,0,Human
443,1182160,3,181,0,119,60,2,Human
444,1186214,2,503,0,487,16,0,Human
445,1190754,3,2123,0,1666,446,11,Human
446,1205393,2,514,0,392,122,0,Human
447,1217863,2,595,0,368,227,0,Human
448,1221423,2,51,0,42,9,0,Human
449,1229027,3,497,0,379,113,5,Human
450,1229869,2,424,0,350,74,0,Human
451,1234602,2,233,0,75,158,0,Human
452,1259027,2,101,0,63,38,0,Human
453,1260124,3,508,0,268,233,7,Human
454,1266923,3,146,0,58,86,2,Human
455,1269602,2,172,0,106,66,0,Human
456,1271364,3,2294,0,2100,193,1,Human
457,1272980,2,790,0,592,198,0,Human
458,1277384,2,14,0,2,12,0,Human
459,1279263,3,1647,0,647,998,2,Human
460,1281082,2,1725,0,881,844,0,Human
461,1281646,2,504,0,304,200,0,Human
462,1282736,3,571,0,247,321,3,Human
463,1283854,3,455,0,404,49,2,Human
464,1287077,2,348,0,239,109,0,Human
465,1291671,3,754,0,552,192,10,Human
466,1293187,3,264,0,250,7,7,Human
467,1297909,3,1845,0,1274,568,3,Human
468,1302569,2,122,0,75,47,0,Human
469,1305167,2,425,0,96,329,0,Human
470,1310524,2,45,0,17,28,0,Human
471,1312662,3,1232,0,1225,3,4,Human
472,1315079,2,156,0,103,53,0,Human
473,1315533,3,884,0,703,174,7,Human
474,1317309,2,843,0,531,312,0,Human
475,1322187,2,279,0,110,169,0,Human
476,1322534,2,20,0,9,11,0,Human
477,1324157,2,362,0,201,161,0,Human
479,1347065,2,674,0,292,382,0,Human
480,1353258,3,3600,0,1591,1999,10,Human
481,1360766,3,2726,0,1054,1668,4,Human
482,1362617,2,17,0,11,6,0,Human
483,1363683,3,1130,0,355,774,1,Human
484,1364952,2,217,0,112,105,0,Human
485,1369626,2,112,0,68,44,0,Human
486,1377188,3,132,0,52,78,2,Human
487,1379753,2,207,0,145,62,0,Human
488,1384394,1,2,0,2,0,0,Human
489,1388263,2,239,0,227,12,0,Human
490,1390682,3,410,0,265,144,1,Human
491,1394552,2,442,0,383,59,0,Human
492,1395158,3,2465,0,2110,353,2,Human
493,1395797,3,577,0,332,244,1,Human
494,1396388,2,286,0,215,71,0,Human
495,1398104,2,568,0,329,239,0,Human
496,1405026,3,305,0,274,28,3,Human
497,1417888,2,365,0,270,95,0,Human
498,1417913,2,143,0,95,48,0,Human
499,1418734,2,502,0,401,101,0,Human
500,1421724,3,1826,0,490,1329,7,Human
501,1435716,2,113,0,111,2,0,Human
502,1437785,2,291,0,81,210,0,Human
503,1438610,3,547,0,470,49,28,Human
504,1442575,2,157,0,91,66,0,Human
506,1447245,3,29,0,24,4,1,Human
507,1448489,2,151,0,61,90,0,Human
508,1464705,2,292,0,253,39,0,Human
509,1466284,2,146,0,65,81,0,Human
510,1466293,2,1322,0,935,387,0,Human
511,1468151,3,65,0,20,44,1,Human
512,1470602,3,236,0,123,112,1,Human
513,1471612,2,337,0,166,171,0,Human
514,1474978,2,613,0,401,212,0,Human
515,1482532,2,113,0,9,104,0,Human
516,1492044,2,850,0,316,534,0,Human
517,1498098,3,2495,0,1454,1035,6,Human
518,1519854,2,421,0,129,292,0,Human
519,1522652,2,489,0,354,135,0,Human
520,1527017,3,653,0,272,379,2,Human
521,1527164,3,200,0,119,80,1,Human
522,1530031,2,234,0,39,195,0,Human
523,1532486,2,2526,0,1046,1480,0,Human
524,1534605,2,156,0,67,89,0,Human
525,1536740,2,2025,0,296,1729,0,Human
526,1546518,3,224,0,216,5,3,Human
527,1547348,2,785,0,162,623,0,Human
528,1556219,2,94,0,52,42,0,Human
529,1565449,3,313,0,45,267,1,Human
530,1575538,3,426,0,294,130,2,Human
531,1577185,2,551,0,224,327,0,Human
532,1580697,3,1301,0,533,767,1,Human
533,1582097,3,306,0,194,104,8,Human
534,1591700,3,893,0,375,516,2,Human
535,1593513,2,442,0,365,77,0,Human
536,1596656,2,535,0,350,185,0,Human
537,1606434,3,1630,0,877,751,2,Human
538,1608406,3,168,0,83,84,1,Human
539,1608770,2,788,0,389,399,0,Human
540,1617424,3,508,0,281,225,2,Human
541,1622561,2,1020,0,594,426,0,Human
542,1622880,2,1848,0,1645,203,0,Human
543,1626430,2,1157,0,176,981,0,Human
544,1628798,2,959,0,620,339,0,Human
545,1634252,2,22,0,21,0,1,Human
546,1641976,2,127,0,39,88,0,Human
547,1646875,3,1372,0,849,521,2,Human
548,1649262,3,39,0,8,29,2,Human
549,1654763,2,734,0,610,124,0,Human
550,1656324,3,182,0,113,68,1,Human
551,1656813,1,158,0,158,0,0,Human
552,1657213,2,178,0,114,64,0,Human
553,1657236,2,345,0,266,79,0,Human
554,1663717,2,29,0,10,19,0,Human
555,1664927,2,78,0,33,45,0,Human
556,1665365,2,90,0,36,54,0,Human
557,1666336,2,390,0,216,174,0,Human
558,1680226,2,559,0,22,537,0,Human
559,1681963,3,45,0,23,20,2,Human
560,1682110,2,244,0,240,0,4,Human
561,1685068,2,150,0,130,20,0,Human
562,1689766,3,3827,0,2246,1579,2,Human
563,1696093,2,1959,0,480,1479,0,Human
564,1702435,3,457,0,284,172,1,Human
565,1702538,2,869,0,196,673,0,Human
566,1705499,2,128,0,47,81,0,Human
567,1729331,2,210,0,185,25,0,Human
568,1741864,3,424,0,327,96,1,Human
569,1742244,2,197,0,116,81,0,Human
570,1756620,2,196,0,107,89,0,Human
571,1758399,2,131,0,43,88,0,Human
572,1761174,1,104,0,104,0,0,Human
573,1764210,2,3539,0,2690,849,0,Human
574,1770513,2,204,0,181,23,0,Human
575,1774000,3,2069,0,1010,1050,9,Human
576,1785438,2,6,0,4,2,0,Human
577,1794099,3,2578,0,2360,166,52,Human
578,1798418,3,989,0,288,698,3,Human
579,1805746,2,97,0,66,31,0,Human
580,1809832,2,490,0,117,373,0,Human
581,1810149,2,147,0,50,97,0,Human
582,1810309,2,114,0,39,75,0,Human
583,1811583,2,188,0,63,125,0,Human
584,1813380,2,207,0,128,79,0,Human
585,1819009,2,703,0,549,154,0,Human
586,1824502,2,3407,0,2490,917,0,Human
587,1827790,2,537,0,403,134,0,Human
588,1832280,3,2918,0,986,1931,1,Human
589,1839179,3,118,0,103,12,3,Human
590,1839234,2,1836,0,1511,325,0,Human
591,1845482,3,331,0,192,137,2,Human
592,1851278,3,934,0,112,820,2,Human
593,1858154,3,122,0,112,9,1,Human
594,1861190,3,155,0,54,100,1,Human
595,1865460,2,54,0,26,28,0,Human
596,1873139,3,108,0,99,1,8,Human
597,1877141,2,329,0,167,162,0,Human
598,1882981,3,109,0,87,20,2,Human
599,1891350,2,663,0,423,240,0,Human
600,1894506,3,748,0,476,270,2,Human
601,1897507,3,825,0,628,195,2,Human
602,1898325,2,753,0,549,204,0,Human
603,1900090,2,159,0,108,51,0,Human
604,1900444,1,81,0,81,0,0,Human
605,1907413,3,536,0,463,61,12,Human
606,1907867,2,197,0,147,50,0,Human
607,1911760,2,92,0,37,55,0,Human
608,1915775,3,577,0,223,352,2,Human
609,1915905,2,120,0,40,80,0,Human
610,1919110,2,34,0,24,10,0,Human
611,1925840,3,718,0,536,164,18,Human
612,1929644,3,1047,0,541,493,13,Human
613,1936730,2,374,0,300,74,0,Human
614,1936763,3,196,0,157,37,2,Human
615,1942589,3,1232,0,446,773,13,Human
616,1961493,2,144,0,61,83,0,Human
617,1972417,3,657,0,525,129,3,Human
618,1980544,3,587,0,542,40,5,Human
619,1997478,2,946,0,552,394,0,Human
620,1998245,2,204,0,52,152,0,Human
621,1998569,2,11,0,4,7,0,Human
622,2008729,3,1732,0,880,849,3,Human
623,2009948,1,1,0,1,0,0,Human
624,2017933,2,506,0,314,192,0,Human
625,2019387,2,396,0,312,84,0,Human
626,2033320,2,7,0,4,3,0,Human
627,2037026,2,277,0,248,29,0,Human
628,2069590,3,402,0,344,40,18,Human
629,2096101,3,609,0,561,46,2,Human
630,2098816,3,447,0,386,59,2,Human
631,2105067,2,55,0,7,48,0,Human
632,2105498,2,326,0,273,53,0,Human
633,2109877,3,183,0,129,53,1,Human
634,2129455,2,55,0,32,23,0,Human
635,2131546,2,597,0,231,366,0,Human
636,2153442,2,576,0,363,213,0,Human
637,2156363,3,296,0,231,63,2,Human
638,2157034,2,174,0,74,100,0,Human
639,2158838,2,775,0,603,172,0,Human
640,2159693,2,175,0,136,39,0,Human
641,2160810,2,427,0,164,263,0,Human
642,2160915,1,124,0,124,0,0,Human
643,2168836,2,738,0,308,430,0,Human
644,2175834,1,11,0,11,0,0,Human
645,2189609,2,343,0,247,96,0,Human
646,2191945,2,516,0,456,60,0,Human
647,2197836,3,667,0,526,138,3,Human
648,2198466,2,743,0,410,333,0,Human
649,2202551,2,96,0,74,22,0,Human
650,2212615,2,158,0,119,39,0,Human
651,2213641,2,631,0,369,262,0,Human
652,2219447,3,199,0,183,8,8,Human
653,2223172,3,1847,0,1482,363,2,Human
654,2223916,2,356,0,269,87,0,Human
655,2241520,2,79,0,41,38,0,Human
656,2248568,1,139,0,139,0,0,Human
657,2255111,3,215,0,148,64,3,Human
658,2263066,2,155,0,39,116,0,Human
659,2275145,2,107,0,77,30,0,Human
660,2284563,3,123,0,28,92,3,Human
661,2285385,2,1005,0,828,177,0,Human
662,2299951,2,757,0,575,182,0,Human
663,2320445,2,306,0,135,171,0,Human
664,2321814,2,293,0,235,58,0,Human
665,2343515,2,1537,0,1259,278,0,Human
666,2347409,2,383,0,191,192,0,Human
667,2361214,3,2969,0,2480,434,55,Human
668,2368139,2,92,0,72,20,0,Human
669,2373925,2,200,0,144,56,0,Human
670,2379774,2,100,0,90,10,0,Human
671,2392216,2,1313,0,631,682,0,Human
672,2392775,3,390,0,139,249,2,Human
673,2392803,2,180,0,169,11,0,Human
674,2410127,2,254,0,207,47,0,Human
